strain	accession	subtype	date	host	country	region	species	broad	order
A/American_black_duck/New_Brunswick/00522/2010	CY139071	H3N8	2010-08-13	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00525/2010	CY138069	H3N8	2010-08-13	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00558/2010	CY139087	H3N8	2010-08-14	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00608/2010	CY139111	H3N8	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00614/2010	CY139136	H3N8	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00616/2010	CY139152	H3N8	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00618/2010	CY139169	H3N6	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00619/2010	CY139177	H3N6	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00620/2010	CY139185	H3N6	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00622/2010	CY139203	H3N6	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00624/2010	CY139219	H3N6	2010-08-16	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00687/2010	CY139243	H3N8	2010-08-09	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/00953/2010	CY139463	H3N8	2010-09-15	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02491/2007	CY129154	H3N8	2007-09-17	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02496/2007	CY129314	H3N8	2007-09-18	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02497/2007	CY129257	H3N8	2007-09-18	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02502/2007	CY129298	H3N8	2007-09-18	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02507/2007	CY129209	H3N8	2007-09-18	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02525/2007	CY129362	H3N8	2007-09-24	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02549/2007	CY128672	H3N8	2007-09-26	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02629/2007	CY129050	H3N8	2007-09-22	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02649/2007	CY129098	H3N6	2007-09-24	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02650/2007	EPI404706	H3N2	2007-09-24	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02651/2007	EPI405107	H3N2	2007-09-24	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02656/2007	CY129191	H3N8	2007-09-24	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02725/2007	CY129058	H3N8	2007-09-19	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/02749/2007	CY129346	H3N8	2007-09-04	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/03395/2009	CY129018	H3N8	2009-08-09	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/03398/2009	CY128986	H3N8	2009-08-09	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/03408/2009	CY129010	H3N8	2009-08-10	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/03451/2009	CY128954	H3N9	2009-08-12	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/03495/2009	CY129034	H3N8	2009-09-09	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/03509/2009	CY129026	H3N8	2009-09-10	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/04484/2007	CY129282	H3N8	2007-09-04	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/19350/2006	CY095422	H3N8	2006-09-14	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Brunswick/25182/2007	CY047700	H3N6	2007-09-21	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/New_Hampshire/23-031358-001-original/2023	EPI3509562	H3N1	2023-10-05	Avian	Usa	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/732/2008	KC492250	H3N8	2008-09-15	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/734/2008	KC492258	H3N8	2008-09-19	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR252/2011	KC492386	H3N2	2011-08-31	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR256/2011	KC492394	H3N2	2011-08-31	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR396/2011	KC492402	H3N2	2011-09-12	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR490/2011	KC492418	H3N2	2011-09-14	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR679/2011	KC492425	H3N2	2011-10-12	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/MW662/2010	KC492338	H3N6	2010-09-17	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland_and_Labrador/26516/2007	CY095494	H3N2	2007-09-26	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland_and_Labrador/26553/2007	CY095502	H3N2	2007-09-26	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/North_Carolina/1321373/2004	CY144575	H3N2	2004-12-22	Avian	Usa	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/North_Carolina/675-075/2004	EPI229505	H3N2	2004-01-01	Avian	Usa	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Nova_Scotia/02213/2007	CY128882	H3N8	2007-01-01	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Nova_Scotia/03273/2009	CY125626	H3N8	2009-08-06	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Ohio/12OS5510/2012	CY187025	H3N8	2012-11-16	Avian	Usa	North America	American Black Duck	duck	Anseriformes
A/American_Black_Duck/Ohio/17OS1914/2017	MT825014	H3N8	2017-08-03	Avian	Usa	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Prince_Edward_Island/00672/2010	CY139227	H3N8	2010-08-04	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Prince_Edward_Island/00673/2010	CY139235	H3N8	2010-08-04	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Prince_Edward_Island/00788/2010	CY139283	H3N8	2010-08-25	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Prince_Edward_Island/14228/2006	CY095454	H3N8	2006-08-15	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Prince_Edward_Island/14230/2006	CY095462	H3N8	2006-08-15	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Quebec/11235/2006	CY047652	H3N2	2006-08-24	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/St._John's/732/2008	EPI420422	H3N8	2008-09-15	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/St._John's/734/2008	EPI420429	H3N8	2008-09-19	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Washington/699/1978	EPI240858	H3N8	1978-01-01	Avian	Usa	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Western_Australia/699/1978	GU052302	H3N8	1978-XX-XX	Avian	Australia	Oceania	American Black Duck	duck	Anseriformes
A/American_coot/Oregon/20589-007/2007	EPI290905	H3N8	2007-12-17	Avian	Usa	North America	Avian	avian	Avian
A/American_Green-winged_Teal/17OS4133/2017	MT824878	H3N6	2017-10-14	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/103773/2008	KX714374	H3N8	2008-09-20	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/103781/2008	KX714390	H3N6	2008-09-13	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/103885/2008	KX714398	H3N6	2008-09-13	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/133672/2009	KX714406	H3N8	2009-08-13	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/133766/2009	KX714414	H3N8	2009-08-14	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/137886/2009	KX714438	H3N8	2009-09-27	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/137896/2009	KX714446	H3N8	2009-09-27	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/137916/2009	KX714454	H3N8	2009-09-18	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/14164/2006	KX714326	H3N6	2006-08-16	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_Green-Winged_Teal/Alaska/19TL00145/2019	MW872162	H3N8	2019-08-11	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/306/2014	KT338353	H3N3	2014-09-11	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/44155-169/2006	JX080987	H3N8	2006-08-12	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/44419-209/2008	EPI442352	H3N6	2008-08-14	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/44419-233/2008	JX081003	H3N6	2008-08-10	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/44419-342/2008	JX081010	H3N8	2008-08-14	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/44493-527/2009	JX080988	H3N8	2009-08-16	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/44493-579/2009	JX081015	H3N8	2009-08-10	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/44493-588/2009	EPI442296	H3N8	2009-08-15	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/45497/2007	KX714350	H3N8	2007-08-06	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/478/2014	KT338424	H3N1	2014-10-02	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/524/2014	KT338456	H3N8	2014-10-10	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Alaska/98313/2008	KX714366	H3N8	2008-09-13	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Idaho/AH0011443/2015	KY551335	H3N8	2015-08-23	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Illinois/11OS4814/2011	EPI512950	H3N8	2011-10-22	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Illinois/12OS5103/2012	CY186679	H3N8	2012-10-20	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM04207R0/2010	CY130473	H3N6	2010-07-13	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM05376R0/2010	EPI436581	H3N8	2010-07-25	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM07573R0/2010	CY143488	H3N8	2010-08-02	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM07649R0/2010	CY143504	H3N8	2010-08-02	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM07917R0/2010	CY143528	H3N8	2010-08-03	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08134R0/2010	CY143552	H3N8	2010-08-04	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08222R0/2010	CY143560	H3N8	2010-08-04	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08228R0/2010	EPI453674	H3N8	2010-08-04	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/10BM08422R0/2010	EPI453681	H3N8	2010-08-04	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03657/2011	CY196222	H3N8	2011-09-01	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03661/2011	CY196230	H3N8	2011-09-01	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03897/2011	CY196290	H3N8	2011-09-04	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/11BM03899/2011	CY196298	H3N8	2011-09-04	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/11CH00044/2011	CY196383	H3N8	2011-09-10	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/11ML00038/2011	CY196647	H3N8	2011-09-09	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/3/2007	EPI221416	H3N8	2007-10-17	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/4/2007	EPI221424	H3N8	2007-09-07	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/7MP1049/2007	EPI296983	H3N8	2007-09-10	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/7MP1651/2007	EPI296862	H3N8	2007-09-02	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/7MP2225/2007	EPI221429	H3N8	2007-09-16	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM12318R0/2009	CY143174	H3N8	2009-09-02	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM12356R0/2009	CY143198	H3N8	2009-09-02	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM12714R1/2009	CY143448	H3N8	2009-09-06	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Interior_Alaska/9BM6410R0/2009	CY142630	H3N8	2009-08-03	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Mississippi/15OS7984/2015	EPI953494	H3N8	2015-12-22	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Mississippi/285/2010	EPI333668	H3N8	2010-01-14	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Missouri/15OS4838/2015	EPI962749	H3N8	2015-09-12	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Missouri/17OS3186/2017	EPI1537286	H3N8	2017-09-09	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Missouri/17OS3188/2017	MK237858	H3N8	2017-09-09	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Missouri/17OS3212/2017	MK237297	H3N8	2017-09-09	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_Green-winged_Teal/Missouri/17OS3221/2017	MT824855	H3N8	2017-09-09	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_Green-winged_Teal/North_Dakota/AH0003568S.8.A/2015	MN254169	H3N8	2015-XX-XX	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/13OS1778/2013	KJ568261	H3N2	2013-09-14	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/13OS1844/2013	KJ568253	H3N8	2013-09-07	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/13OS1861/2013	KJ568165	H3N8	2013-09-08	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/13OS1867/2013	KJ568285	H3N2	2013-09-08	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/13OS2056/2013	KJ568069	H3N2	2013-09-21	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/13OS2106/2013	KJ568101	H3N8	2013-09-22	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/13OS2108/2013	KJ568365	H3N8	2013-09-22	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/15OS3625/2015	EPI962108	H3N1	2015-09-05	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_Green-winged_Teal/Ohio/17OS2904/2017	MK237728	H3N8	2017-09-02	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_Green-winged_Teal/Ohio/17OS2916/2017	MT824750	H3N8	2017-09-02	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Ohio/17OS2919/2017	EPI1537332	H3N8	2017-09-02	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Oregon/44336-124/2007	EPI290777	H3N8	2007-08-16	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Oregon/44336-183/2007	EPI292482	H3N8	2007-09-10	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Texas/AI09-4396/2009	CY140957	H3N9	2009-09-19	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Texas/AI09-6046/2009	CY141061	H3N8	2009-12-13	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Wisconsin/08OS2270/2008	EPI299463	H3N8	2008-10-19	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Wisconsin/08OS2291/2008	EPI299471	H3N2	2008-10-20	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Wisconsin/08OS2292/2008	EPI299383	H3N2	2008-10-20	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Wisconsin/13OS3462/2013	KJ568037	H3N8	2013-09-29	Avian	Usa	North America	American Green-winged Teal	duck	Anseriformes
A/American_green-winged_teal/Wisconsin/2690/2009	EPI333988	H3N8	2009-10-20	Avian	Usa	North America	Green-winged Teal	duck	Anseriformes
A/american_mink/British_Columbia/R6126/2021	EPI3616948	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/american_mink/British_Columbia/R6673/2021	EPI3616957	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/american_mink/British_Columbia/R7297/2021	EPI3616985	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/american_mink/British_Columbia/R7349/2021	EPI3616993	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/american_mink/British_Columbia/R7376/2021	EPI3617001	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/american_mink/British_Columbia/R7407/2021	EPI3617009	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/american_mink/British_Columbia/R9941/2021	EPI3617022	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/american_mink/British_Columbia/R9962/2021	EPI3617030	H3N2	2021-12-03	Mink	Canada	North America	Mink	mink	Mink
A/American_oystercatcher/Chile/C17359/2016	MH498958	H3N8	2016-10-27	Avian	Chile	South America	American Oystercatcher	wader	Neoave
A/American_oystercatcher/Chile/C17400/2016	MH498640	H3N8	2016-10-27	Avian	Chile	South America	American Oystercatcher	wader	Neoave
A/American_widgeon/Alaska/7MP1061/2007	CY043980	H3N8	2007-09-10	Avian	Usa	North America	American Wigeon	duck	Anseriformes
A/American_widgeon/Interior_Alaska/1/2007	EPI221448	H3N8	2007-09-06	Avian	Usa	North America	American Wigeon	duck	Anseriformes
A/American_widgeon/Interior_Alaska/7MP1707/2007	EPI296959	H3N8	2007-09-03	Avian	Usa	North America	American Wigeon	duck	Anseriformes
A/American_widgeon/Interior_Alaska/7MP1768/2007	EPI296830	H3N8	2007-09-05	Avian	Usa	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/Alberta/215/1992	EPI344683	H3N8	1992-08-24	Avian	Canada	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/Interior_Alaska/7MP1726/2007	EPI298958	H3N8	2007-09-03	Avian	Usa	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/Interior_Alaska/9BM2501R1/2009	CY130336	H3N8	2009-07-11	Avian	Usa	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/Minnesota/Sg-01067/2008	CY140627	H3N8	2008-10-12	Avian	Usa	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/New_Brunswick/04487/2007	CY125449	H3N8	2007-09-04	Avian	Canada	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/New_Brunswick/04488/2007	CY125537	H3N8	2007-09-04	Avian	Canada	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/New_Brunswick/04489/2007	CY125513	H3N8	2007-09-04	Avian	Canada	North America	American Wigeon	duck	Anseriformes
A/American_wigeon/New_Brunswick/04490/2007	CY125465	H3N8	2007-09-04	Avian	Canada	North America	American Wigeon	duck	Anseriformes
